"BLM","GPS Coordinate Latitude","GPS Coordinate Longitude","ID NUMBER","Date of Crash","Time of Crash"
11.83,36.16076,-86.79369,19SR024001,3/2/2019 12:00:00 AM,1520
11.83,36.16076,-86.79369,19SR024001,3/28/2019 12:00:00 AM,1752
12.05,36.15793,-86.79161,19SR024001,4/23/2019 12:00:00 AM,1048
12.31,36.15941,-86.78091,19SR024001,4/25/2019 12:00:00 AM,1955
12.732,36.16223,-86.77436,19SR024001,3/16/2019 12:00:00 AM,2137
13.352,36.15591,-86.76701,19SR024001,4/11/2019 12:00:00 AM,1436
15.96,36.15371,-86.72156,19SR024001,4/8/2019 12:00:00 AM,1332
21.134,36.17992,-86.64388,19SR024001,4/3/2019 12:00:00 AM,1051
22.809,36.19558,-86.62171,19SR024001,4/1/2019 12:00:00 AM,1816
23.01,36.19844,-86.62027,19SR024001,3/5/2019 12:00:00 AM,752
23.178,36.20032,-86.6186,19SR024001,4/25/2019 12:00:00 AM,650
24.44,36.21461,-86.60466,19SR024001,3/1/2019 12:00:00 AM,1748
0.42,36.1612,-86.79268,19SR024901,3/8/2019 12:00:00 AM,1330
0,36.26569,-86.83089,19SR045001,4/8/2019 12:00:00 AM,535
15.752,36.19713,-86.61992,19SR045001,4/5/2019 12:00:00 AM,1321
16.85,36.18365,-86.61066,19SR045001,4/19/2019 12:00:00 AM,1120
3.828,36.23617,-86.81693,19SR065001,4/22/2019 12:00:00 AM,1942
0.19,36.0473,-86.86274,19SR106001,3/12/2019 12:00:00 AM,1300
5.71,36.11395,-86.81088,19SR106001,3/8/2019 12:00:00 AM,1410
6.56,36.12526,-86.80565,19SR106001,4/2/2019 12:00:00 AM,1711
7.339,36.13562,-86.801,19SR106001,4/19/2019 12:00:00 AM,1203
7.48,36.13757,-86.80076,19SR106001,4/22/2019 12:00:00 AM,957
0.972,36.211,-86.83893,19SR112001,3/4/2019 12:00:00 AM,1721
1.103,36.11108,-86.75447,19SR155001,3/5/2019 12:00:00 AM,2031
5.747,36.13599,-86.69881,19SR155001,4/3/2019 12:00:00 AM,850
6.01,36.13959,-86.70016,19SR155001,4/20/2019 12:00:00 AM,837
27.44,36.15393,-86.85749,19SR155001,3/27/2019 12:00:00 AM,839
9.079,36.11021,-86.92252,19SR251001,3/22/2019 12:00:00 AM,744
6.67,36.03772,-86.79475,19SR254001,3/19/2019 12:00:00 AM,2121
7.173,36.03751,-86.78569,19SR254001,4/12/2019 12:00:00 AM,1012
7.948,36.04084,-86.77347,19SR254001,3/20/2019 12:00:00 AM,1837
9.7,36.04001,-86.74347,19SR254001,4/6/2019 12:00:00 AM,1440
10.993,36.04479,-86.72487,19SR254001,4/4/2019 12:00:00 AM,2005
0.69,36.0821,-86.7617,19SR255001,3/5/2019 12:00:00 AM,1458
0.89,36.0811,-86.75836,19SR255001,4/26/2019 12:00:00 AM,2146
3.25,36.0804,-86.71793,19SR255001,4/19/2019 12:00:00 AM,548
6.921,36.10975,-86.67144,19SR255001,3/12/2019 12:00:00 AM,1526
7.451,36.1167,-86.66818,19SR255001,4/19/2019 12:00:00 AM,847
8.612,36.13341,-86.66508,19SR255001,3/14/2019 12:00:00 AM,1836
9.288,36.14223,-86.6667,19SR255001,4/11/2019 12:00:00 AM,631
4.914,36.01304,-86.62089,1901008001,4/26/2019 12:00:00 AM,948
0.189,36.15458,-86.6263,1901395001,3/19/2019 12:00:00 AM,1717
3.254,36.13424,-86.77645,1903256001,4/12/2019 12:00:00 AM,1157
3.302,36.17136,-86.87088,1903257001,3/4/2019 12:00:00 AM,710
3.302,36.17135,-86.87089,1903257001,3/14/2019 12:00:00 AM,536
2.458,36.16858,-86.81333,1903258001,4/25/2019 12:00:00 AM,745
2.334,36.23957,-86.78066,1903268001,4/16/2019 12:00:00 AM,1714
2.341,36.23967,-86.78078,1903268001,3/28/2019 12:00:00 AM,1449
0.2,36.15678,-86.63241,1903292001,4/19/2019 12:00:00 AM,1018
2.288,36.0821,-86.7617,1904161001,3/12/2019 12:00:00 AM,1925
2.288,36.0821,-86.7617,1904161001,3/31/2019 12:00:00 AM,1705
0.187,36.04213,-86.64954,1904169001,3/25/2019 12:00:00 AM,2238
1.685,36.06918,-86.69097,1904170001,3/5/2019 12:00:00 AM,1322
1.872,36.1633,-86.81969,1904435001,4/16/2019 12:00:00 AM,700
1.209,36.30946,-86.69563,1904451001,4/15/2019 12:00:00 AM,1630
1.405,36.30684,-86.69436,1904451001,4/23/2019 12:00:00 AM,1020
0.703,36.15149,-86.78602,1904914001,3/30/2019 12:00:00 AM,1150
1.835,36.17392,-86.60539,1904967001,4/30/2019 12:00:00 AM,904
1.301,36.16623,-86.76579,1905333001,4/7/2019 12:00:00 AM,1644
2.963,36.15403,-86.78757,1905333001,3/31/2019 12:00:00 AM,1945
0.591,36.08633,-86.70122,190C299001,4/16/2019 12:00:00 AM,645
1.337,36.20572,-86.77801,190D611001,4/18/2019 12:00:00 AM,738
8.399,36.27822,-86.80178,19I0024001,3/8/2019 12:00:00 AM,545
13.212,36.18846,-86.77629,19I0024001,4/4/2019 12:00:00 AM,1529
13.22,36.18835,-86.77626,19I0024001,3/2/2019 12:00:00 AM,415
15.034,36.16451,-86.76353,19I0024001,3/28/2019 12:00:00 AM,2315
16.128,36.13858,-86.72818,19I0024001,4/29/2019 12:00:00 AM,1806
16.297,36.13636,-86.72675,19I0024001,3/23/2019 12:00:00 AM,1440
16.84,36.12851,-86.72779,19I0024001,4/4/2019 12:00:00 AM,1517
17.312,36.12179,-86.7274,19I0024001,3/18/2019 12:00:00 AM,1723
17.455,36.11985,-86.72643,19I0024001,3/26/2019 12:00:00 AM,1759
17.556,36.11843,-86.72601,19I0024001,3/11/2019 12:00:00 AM,1501
18.193,36.10983,-86.72193,19I0024001,3/26/2019 12:00:00 AM,2250
18.362,36.10789,-86.72008,19I0024001,4/11/2019 12:00:00 AM,1719
20.009,36.08903,-86.70224,19I0024001,4/6/2019 12:00:00 AM,730
21.756,36.06703,-86.68691,19I0024001,4/16/2019 12:00:00 AM,925
27.136,36.01272,-86.61846,19I0024001,3/29/2019 12:00:00 AM,1644
4.657,36.07997,-86.95945,19I0040001,4/29/2019 12:00:00 AM,2235
14.682,36.15985,-86.82172,19I0040001,3/15/2019 12:00:00 AM,1600
18.402,36.14828,-86.7793,19I0040001,3/9/2019 12:00:00 AM,339
19.265,36.15331,-86.76475,19I0040001,3/29/2019 12:00:00 AM,1142
19.302,36.15361,-86.76418,19I0040001,3/13/2019 12:00:00 AM,607
19.375,36.15386,-86.76281,19I0040001,3/26/2019 12:00:00 AM,1351
19.587,36.15454,-86.75894,19I0040001,3/15/2019 12:00:00 AM,540
19.658,36.15412,-86.75772,19I0040001,3/18/2019 12:00:00 AM,1430
19.662,36.15409,-86.75765,19I0040001,4/25/2019 12:00:00 AM,900
21.253,36.14175,-86.73338,19I0040001,3/28/2019 12:00:00 AM,1348
21.367,36.14058,-86.73184,19I0040001,3/24/2019 12:00:00 AM,37
23.625,36.14401,-86.69212,19I0040001,4/8/2019 12:00:00 AM,850
28.412,36.16402,-86.61613,19I0040001,3/21/2019 12:00:00 AM,750
5.694,36.1119,-86.77136,19I0065001,4/1/2019 12:00:00 AM,821
5.867,36.11437,-86.77187,19I0065001,3/18/2019 12:00:00 AM,2217
6.435,36.12234,-86.77309,19I0065001,4/22/2019 12:00:00 AM,1749
8.07,36.14558,-86.77752,19I0065001,4/15/2019 12:00:00 AM,1024
8.072,36.14562,-86.77698,19I0065001,4/2/2019 12:00:00 AM,720
8.094,36.14593,-86.77755,19I0065001,4/8/2019 12:00:00 AM,1309
8.466,36.17233,-86.79915,19I0065001,3/4/2019 12:00:00 AM,1730
9.217,36.18279,-86.79928,19I0065001,3/21/2019 12:00:00 AM,2143
9.337,36.18424,-86.79807,19I0065001,3/15/2019 12:00:00 AM,2313
10.544,36.19218,-86.78,19I0065001,4/19/2019 12:00:00 AM,2234
10.881,36.19432,-86.77629,19I0065001,4/17/2019 12:00:00 AM,1215
11.498,36.20314,-86.77684,19I0065001,3/18/2019 12:00:00 AM,643
11.51,36.20332,-86.77665,19I0065001,3/4/2019 12:00:00 AM,1928
12.843,36.22252,-86.77372,19I0065001,4/27/2019 12:00:00 AM,1200
14.972,36.24291,-86.74787,19I0065001,3/22/2019 12:00:00 AM,1818
15.444,36.2483,-86.74253,19I0065001,4/29/2019 12:00:00 AM,1606
16.456,36.26227,-86.73802,19I0065001,4/29/2019 12:00:00 AM,710
16.96,36.26956,-86.7367,19I0065001,3/7/2019 12:00:00 AM,0
4.809,36.11645,-86.77576,19I0440001,3/22/2019 12:00:00 AM,809
5.342,36.11893,-86.76745,19I0440001,4/20/2019 12:00:00 AM,821
6.125,36.12191,-86.7548,19I0440001,4/12/2019 12:00:00 AM,1922
14.806,36.13631,-86.82215,19SR001001,3/26/2019 12:00:00 AM,1115
14.806,36.13631,-86.82215,19SR001001,4/17/2019 12:00:00 AM,1020
21.022,36.13719,-86.72812,19SR001001,3/10/2019 12:00:00 AM,329
10.509,36.17321,-86.76558,19SR006001,4/26/2019 12:00:00 AM,1029
10.886,36.17792,-86.76424,19SR006001,3/20/2019 12:00:00 AM,830
10.917,36.17821,-86.76382,19SR006001,3/19/2019 12:00:00 AM,830
11.289,36.1831,-86.76134,19SR006001,4/3/2019 12:00:00 AM,2255
16.517,36.23543,-86.72469,19SR006001,3/12/2019 12:00:00 AM,2300
12.588,36.17502,-86.76753,19SR011001,3/5/2019 12:00:00 AM,855
17.408,36.24076,-86.75751,19SR011001,4/9/2019 12:00:00 AM,1733
0.1,36.15047,-86.77037,19SR011701,4/16/2019 12:00:00 AM,2209
1.359,36.18457,-86.79862,19SR012001,3/3/2019 12:00:00 AM,1618
1.398,36.18519,-86.79825,19SR012001,3/30/2019 12:00:00 AM,1000
1.461,36.1861,-86.79835,19SR012001,3/13/2019 12:00:00 AM,1342
6.413,36.20947,-86.87,19SR012001,3/22/2019 12:00:00 AM,1814
1.996,36.27678,-86.79968,19SR045001,4/14/2019 12:00:00 AM,1337
17.894,36.17076,-86.60194,19SR045001,3/13/2019 12:00:00 AM,1710
0.275,36.20628,-86.77349,19SR065001,4/18/2019 12:00:00 AM,230
6.489,36.12457,-86.80653,19SR106001,3/21/2019 12:00:00 AM,1330
3.008,36.11002,-86.72086,19SR155001,4/9/2019 12:00:00 AM,1723
6.61,36.14678,-86.6946,19SR155001,3/25/2019 12:00:00 AM,739
11.86,36.21588,-86.69183,19SR155001,4/30/2019 12:00:00 AM,1810
14.311,36.23439,-86.72001,19SR155001,4/17/2019 12:00:00 AM,1350
14.943,36.24016,-86.7473,19SR155001,4/21/2019 12:00:00 AM,1610
15.266,36.24084,-86.75301,19SR155001,4/21/2019 12:00:00 AM,0
16.966,36.23814,-86.7828,19SR155001,4/17/2019 12:00:00 AM,1840
0.064,36.01514,-86.62027,19SR171001,3/6/2019 12:00:00 AM,610
8.913,36.1123,-86.9226,19SR251001,3/21/2019 12:00:00 AM,110
7.449,36.03956,-86.7817,19SR254001,3/18/2019 12:00:00 AM,700
7.489,36.04005,-86.78124,19SR254001,4/8/2019 12:00:00 AM,643
14.928,36.04561,-86.65848,19SR254001,3/1/2019 12:00:00 AM,2204
0.467,36.08279,-86.76556,19SR255001,4/13/2019 12:00:00 AM,1118
0.69,36.0821,-86.7617,19SR255001,3/27/2019 12:00:00 AM,951
4.245,36.08533,-86.70131,19SR255001,4/13/2019 12:00:00 AM,2255
9.122,36.13983,-86.66632,19SR255001,4/12/2019 12:00:00 AM,935
14.395,36.1729,-86.7687,19I0024001,4/10/2019 12:00:00 AM,1157
23.296,36.14449,-86.69803,19I0040001,3/3/2019 12:00:00 AM,250
9.515,36.18646,-86.79641,19I0065001,4/20/2019 12:00:00 AM,1552
14.98,36.24306,-86.74783,19I0065001,4/19/2019 12:00:00 AM,1716
16.979,36.23812,-86.78303,19SR155001,3/5/2019 12:00:00 AM,1200
11.584,36.23583,-86.78595,19I0024001,3/9/2019 12:00:00 AM,821
18.009,36.15073,-86.78537,19I0040001,3/2/2019 12:00:00 AM,211
10.561,36.19213,-86.77971,19I0065001,4/20/2019 12:00:00 AM,850
0.138,36.23923,-86.73879,1904932001,4/25/2019 12:00:00 AM,1200
0.068,36.03657,-86.78381,190A779001,4/13/2019 12:00:00 AM,830
11.27,36.24038,-86.78609,19I0024001,4/15/2019 12:00:00 AM,0
14.395,36.17292,-86.76867,19I0024001,4/5/2019 12:00:00 AM,530
20.178,36.08678,-86.70095,19I0024001,4/25/2019 12:00:00 AM,147
21.641,36.13921,-86.72705,19I0040001,4/13/2019 12:00:00 AM,707
29.021,36.1685,-86.60683,19I0040001,4/14/2019 12:00:00 AM,754
10.4,36.19191,-86.78259,19I0065001,4/7/2019 12:00:00 AM,1009
17.132,36.15636,-86.78914,19SR001001,3/4/2019 12:00:00 AM,1221
8.966,36.1367,-86.66699,19SR255001,4/26/2019 12:00:00 AM,1525
2.655,36.16813,-86.81681,1903258001,4/11/2019 12:00:00 AM,945
0.162,36.0418,-86.64941,1904169001,4/21/2019 12:00:00 AM,0
14.12,36.17557,-86.77258,19I0024001,4/12/2019 12:00:00 AM,2057
18.379,36.10769,-86.71992,19I0024001,3/5/2019 12:00:00 AM,2300
28.763,36.1667,-86.61075,19I0040001,4/1/2019 12:00:00 AM,2234
28.991,36.16802,-86.60712,19I0040001,3/14/2019 12:00:00 AM,1359
29.061,36.16947,-86.60655,19I0040001,4/13/2019 12:00:00 AM,942
5.634,36.11107,-86.77104,19I0065001,4/1/2019 12:00:00 AM,1356
10.515,36.1921,-86.78053,19I0065001,4/19/2019 12:00:00 AM,1800
10.85,36.19396,-86.77643,19I0065001,4/20/2019 12:00:00 AM,1151
14.842,36.24204,-86.75012,19I0065001,4/16/2019 12:00:00 AM,1305
0.286,36.15439,-86.82254,19I0440001,4/12/2019 12:00:00 AM,1901
6.409,36.20908,-86.87002,19SR012001,4/26/2019 12:00:00 AM,1456
0.19,36.15841,-86.79061,19SR024901,4/24/2019 12:00:00 AM,1325
6.24,36.14296,-86.69935,19SR155001,4/13/2019 12:00:00 AM,1128
7.114,36.15282,-86.69066,19SR155001,4/12/2019 12:00:00 AM,743
8.731,36.13478,-86.6635,19SR255001,3/16/2019 12:00:00 AM,644
11.635,36.23522,-86.7853,19I0024001,3/10/2019 12:00:00 AM,408
16.288,36.13645,-86.72721,19I0024001,4/13/2019 12:00:00 AM,0
19.652,36.15416,-86.75781,19I0040001,4/1/2019 12:00:00 AM,425
29.009,36.16829,-86.60693,19I0040001,4/13/2019 12:00:00 AM,1048
29.071,36.16977,-86.60649,19I0040001,3/29/2019 12:00:00 AM,812
16.982,36.2381,-86.78308,19SR155001,4/12/2019 12:00:00 AM,814
1.649,36.31106,-86.68534,19SR386001,3/8/2019 12:00:00 AM,2129
0.431,36.32312,-86.70565,19SR174001,4/12/2019 12:00:00 AM,1815
0.224,36.15499,-86.62666,1901395001,4/17/2019 12:00:00 AM,1545
0.247,36.15501,-86.62711,1901395001,3/27/2019 12:00:00 AM,1059
3.308,36.17127,-86.87098,1903257001,3/7/2019 12:00:00 AM,655
0.185,36.17884,-86.77439,1903266001,4/5/2019 12:00:00 AM,2346
2.172,36.23724,-86.78095,1903268001,4/22/2019 12:00:00 AM,1642
0.482,36.14751,-86.74357,1903269001,4/12/2019 12:00:00 AM,818
1.274,36.1429,-86.65003,1904167001,3/17/2019 12:00:00 AM,1743
0.161,36.04177,-86.64942,1904169001,4/21/2019 12:00:00 AM,36
1.889,36.16309,-86.81947,1904435001,4/4/2019 12:00:00 AM,1623
1.207,36.30948,-86.69566,1904451001,4/22/2019 12:00:00 AM,1656
1.217,36.3094,-86.69546,1904451001,4/6/2019 12:00:00 AM,1332
0.314,36.32385,-86.87138,190A017001,3/8/2019 12:00:00 AM,950
0.089,36.03699,-86.78483,190A779001,4/23/2019 12:00:00 AM,1557
0.085,36.16239,-86.79315,190E277001,3/20/2019 12:00:00 AM,1525
0.637,36.15348,-86.84085,190F289001,4/5/2019 12:00:00 AM,1743
0,36.15444,-86.76204,190F372001,3/18/2019 12:00:00 AM,600
15.87,36.15422,-86.75787,19I0024001,3/28/2019 12:00:00 AM,1156
15.887,36.14112,-86.73131,19I0024001,4/6/2019 12:00:00 AM,1512
16.315,36.13609,-86.72672,19I0024001,4/29/2019 12:00:00 AM,1710
17.208,36.12325,-86.72786,19I0024001,4/8/2019 12:00:00 AM,1815
18.2,36.10978,-86.72177,19I0024001,3/26/2019 12:00:00 AM,1705
18.4,36.1073,-86.71994,19I0024001,4/18/2019 12:00:00 AM,1639
21.118,36.07467,-86.69321,19I0024001,4/30/2019 12:00:00 AM,1648
23.865,36.04558,-86.66029,19I0024001,4/1/2019 12:00:00 AM,1245
1.192,36.07669,-87.01826,19I0040001,3/28/2019 12:00:00 AM,1337
17.831,36.15274,-86.78715,19I0040001,3/20/2019 12:00:00 AM,2028
17.835,36.15269,-86.78712,19I0040001,4/26/2019 12:00:00 AM,200
19.248,36.15303,-86.76494,19I0040001,4/3/2019 12:00:00 AM,2242
21.302,36.14151,-86.73262,19I0040001,4/24/2019 12:00:00 AM,850
21.349,36.14127,-86.73182,19I0040001,4/3/2019 12:00:00 AM,621
21.763,36.14062,-86.72499,19I0040001,3/12/2019 12:00:00 AM,650
22.167,36.14114,-86.71783,19I0040001,4/23/2019 12:00:00 AM,1019
29.229,36.16956,-86.60342,19I0040001,4/4/2019 12:00:00 AM,1324
29.432,36.17068,-86.59991,19I0040001,4/9/2019 12:00:00 AM,2216
5.136,36.10475,-86.76673,19I0065001,4/3/2019 12:00:00 AM,1554
5.806,36.11346,-86.77189,19I0065001,4/12/2019 12:00:00 AM,1418
8.091,36.14589,-86.777,19I0065001,3/4/2019 12:00:00 AM,1542
8.885,36.17815,-86.80076,19I0065001,3/8/2019 12:00:00 AM,911
10.575,36.19215,-86.77946,19I0065001,4/13/2019 12:00:00 AM,943
10.721,36.19292,-86.77754,19I0065001,4/20/2019 12:00:00 AM,928
10.944,36.19515,-86.77557,19I0065001,4/5/2019 12:00:00 AM,1150
14.081,36.2364,-86.76168,19I0065001,3/28/2019 12:00:00 AM,1701
14.594,36.23969,-86.75346,19I0065001,3/20/2019 12:00:00 AM,1540
15.244,36.24598,-86.74471,19I0065001,3/12/2019 12:00:00 AM,1610
15.415,36.24807,-86.74302,19I0065001,4/26/2019 12:00:00 AM,725
15.418,36.2481,-86.74297,19I0065001,3/27/2019 12:00:00 AM,700
3.072,36.12126,-86.80379,19I0440001,3/19/2019 12:00:00 AM,1931
3.187,36.11993,-86.80255,19I0440001,3/6/2019 12:00:00 AM,2311
3.19,36.11989,-86.80251,19I0440001,3/2/2019 12:00:00 AM,1645
6.331,36.12305,-86.75118,19I0440001,4/19/2019 12:00:00 AM,1130
6.357,36.1232,-86.75075,19I0440001,3/25/2019 12:00:00 AM,1253
7.345,36.12513,-86.73344,19I0440001,3/11/2019 12:00:00 AM,1719
14.671,36.13509,-86.82398,19SR001001,3/19/2019 12:00:00 AM,1748
14.806,36.13631,-86.82215,19SR001001,4/1/2019 12:00:00 AM,944
14.835,36.13664,-86.82184,19SR001001,4/15/2019 12:00:00 AM,711
14.943,36.13786,-86.82064,19SR001001,3/5/2019 12:00:00 AM,1754
14.943,36.13786,-86.82064,19SR001001,4/10/2019 12:00:00 AM,745
17.132,36.15589,-86.7891,19SR001001,3/7/2019 12:00:00 AM,1347
17.132,36.15588,-86.78909,19SR001001,3/24/2019 12:00:00 AM,300
5.888,36.11823,-86.77462,19SR006001,4/6/2019 12:00:00 AM,1206
10.322,36.17185,-86.7679,19SR006001,4/19/2019 12:00:00 AM,1021
10.324,36.17187,-86.76788,19SR006001,3/27/2019 12:00:00 AM,1045
12.105,36.19213,-86.75206,19SR006001,4/26/2019 12:00:00 AM,1331
15.087,36.2345,-86.74631,19SR006001,4/24/2019 12:00:00 AM,755
15.296,36.23671,-86.74385,19SR006001,4/6/2019 12:00:00 AM,1233
10.264,36.12174,-86.75058,19SR011001,3/8/2019 12:00:00 AM,732
10.264,36.12174,-86.7506,19SR011001,4/1/2019 12:00:00 AM,1748
10.264,36.12174,-86.75058,19SR011001,4/16/2019 12:00:00 AM,1105
10.265,36.12174,-86.75063,19SR011001,4/4/2019 12:00:00 AM,1218
6.434,36.20922,-86.87046,19SR012001,4/27/2019 12:00:00 AM,1620
5.342,36.130413,-86.900097,19SR024001,3/31/2019 12:00:00 AM,1401
5.347,36.13029,-86.89994,19SR024001,3/3/2019 12:00:00 AM,1746
5.348,36.13032,-86.89995,19SR024001,4/18/2019 12:00:00 AM,1608
12.05,36.15807,-86.79131,19SR024001,4/23/2019 12:00:00 AM,1702
12.063,36.15776,-86.79146,19SR024001,3/4/2019 12:00:00 AM,1521
12.108,36.15728,-86.79089,19SR024001,3/12/2019 12:00:00 AM,1324
5.852,36.26427,-86.73613,19SR045001,4/4/2019 12:00:00 AM,1403
17.405,36.17711,-86.60518,19SR045001,4/20/2019 12:00:00 AM,931
10.879,36.32212,-86.8679,19SR065001,3/1/2019 12:00:00 AM,736
11.138,36.3258,-86.8688,19SR065001,3/1/2019 12:00:00 AM,1422
6.277,36.12216,-86.80718,19SR106001,3/12/2019 12:00:00 AM,1020
2.874,36.10917,-86.72302,19SR155001,4/5/2019 12:00:00 AM,1713
4.353,36.11834,-86.70023,19SR155001,4/9/2019 12:00:00 AM,1644
4.586,36.12012,-86.69692,19SR155001,3/20/2019 12:00:00 AM,929
5.363,36.13119,-86.69514,19SR155001,3/5/2019 12:00:00 AM,1702
7.265,36.15475,-86.69208,19SR155001,3/21/2019 12:00:00 AM,1920
19.699,36.23026,-86.82975,19SR155001,3/23/2019 12:00:00 AM,1147
27.44,36.15348,-86.8575,19SR155001,4/17/2019 12:00:00 AM,1056
0.092,36.01555,-86.62018,19SR171001,4/6/2019 12:00:00 AM,1025
7.488,36.04003,-86.78126,19SR254001,4/3/2019 12:00:00 AM,843
7.527,36.04022,-86.78056,19SR254001,3/6/2019 12:00:00 AM,706
14.889,36.04544,-86.65824,19SR254001,3/22/2019 12:00:00 AM,856
0.454,36.08229,-86.76602,19SR255001,4/17/2019 12:00:00 AM,1704
0.485,36.08269,-86.76526,19SR255001,4/13/2019 12:00:00 AM,2134
0.703,36.08202,-86.76148,19SR255001,3/6/2019 12:00:00 AM,817
4.125,36.08512,-86.70284,19SR255001,3/3/2019 12:00:00 AM,1140
4.448,36.0866,-86.69803,19SR255001,3/1/2019 12:00:00 AM,753
4.46,36.08672,-86.69786,19SR255001,3/1/2019 12:00:00 AM,754
9.171,36.14054,-86.66646,19SR255001,4/6/2019 12:00:00 AM,806
9.285,36.1422,-86.66661,19SR255001,3/10/2019 12:00:00 AM,1157
9.285,36.1422,-86.6666,19SR255001,4/18/2019 12:00:00 AM,730
3.038,36.11499,-86.86125,1904899001,3/6/2019 12:00:00 AM,710
1.476,36.09071,-86.62598,1901011001,3/28/2019 12:00:00 AM,922
5.734,36.15029,-86.62538,1901011001,4/17/2019 12:00:00 AM,1332
0.199,36.14917,-86.8065,1903242001,4/25/2019 12:00:00 AM,1347
0.117,36.15954,-86.77625,1903247001,3/16/2019 12:00:00 AM,1900
1.401,36.18533,-86.74771,1903252001,4/28/2019 12:00:00 AM,1509
3.007,36.2066,-86.73639,1903252001,4/19/2019 12:00:00 AM,1649
1.238,36.16315,-86.64878,1903292001,3/28/2019 12:00:00 AM,1348
2.246,36.08269,-86.76157,1904161001,4/19/2019 12:00:00 AM,1610
4.673,36.08865,-86.69318,1904169001,4/8/2019 12:00:00 AM,2022
0.26,36.16978,-86.66795,190B481001,3/11/2019 12:00:00 AM,1314
0.216,36.08375,-86.89089,190C790001,3/1/2019 12:00:00 AM,804
0.834,36.14784,-86.87219,190D117001,4/22/2019 12:00:00 AM,1137
1.002,36.16862,-86.78115,190E255001,3/28/2019 12:00:00 AM,843
0.099,36.04437,-86.64885,190F771001,3/8/2019 12:00:00 AM,1408
7.668,36.07509,-86.91905,19SR001001,4/1/2019 12:00:00 AM,1416
15.701,36.14574,-86.81093,19SR001001,4/11/2019 12:00:00 AM,749
19.798,36.1441,-86.74827,19SR001001,4/18/2019 12:00:00 AM,1149
20.982,36.29622,-86.69979,19SR006001,4/20/2019 12:00:00 AM,1315
7.474,36.08563,-86.72889,19SR011001,3/2/2019 12:00:00 AM,1855
7.809,36.08926,-86.73282,19SR011001,4/10/2019 12:00:00 AM,1000
14.11,36.19501,-86.77225,19SR011001,3/5/2019 12:00:00 AM,1143
24.638,36.33117,-86.71606,19SR011001,4/18/2019 12:00:00 AM,856
3.867,36.11829,-86.9209,19SR024001,3/28/2019 12:00:00 AM,804
11.475,36.15831,-86.79936,19SR024001,3/8/2019 12:00:00 AM,745
21.417,36.18289,-86.64021,19SR024001,4/11/2019 12:00:00 AM,745
22.126,36.18805,-86.62955,19SR024001,3/20/2019 12:00:00 AM,752
23.36,36.20241,-86.61668,19SR024001,3/27/2019 12:00:00 AM,1411
1.331,36.20702,-86.7916,19SR065001,3/24/2019 12:00:00 AM,0
10.216,36.31302,-86.86452,19SR065001,4/4/2019 12:00:00 AM,726
4.719,36.04272,-86.82888,19SR254001,3/17/2019 12:00:00 AM,1748
11.538,36.04519,-86.7154,19SR254001,3/19/2019 12:00:00 AM,1639
14.481,36.04498,-86.66542,19SR254001,4/10/2019 12:00:00 AM,710
2.677,36.07906,-86.72789,19SR255001,3/11/2019 12:00:00 AM,1826
9.473,36.14493,-86.66673,19SR255001,3/5/2019 12:00:00 AM,1258
9.523,36.14565,-86.66667,19SR255001,3/18/2019 12:00:00 AM,1124
27.634,36.07661,-86.64076,19SR001001,4/16/2019 12:00:00 AM,1739
0.566,36.14189,-86.63749,1904167001,3/8/2019 12:00:00 AM,854
0.806,36.14492,-86.79413,1903245001,4/15/2019 12:00:00 AM,1453
0.363,36.14146,-86.7935,1903245601,3/25/2019 12:00:00 AM,1615
2.97,36.17173,-86.86497,1903257001,3/6/2019 12:00:00 AM,1201
0.522,36.15017,-86.80099,1903264001,4/4/2019 12:00:00 AM,1202
1.156,36.16765,-86.80591,1903295001,4/24/2019 12:00:00 AM,1737
3.6,36.15317,-86.68819,1904167001,4/24/2019 12:00:00 AM,805
0.826,36.24856,-86.73456,1904932001,4/22/2019 12:00:00 AM,1315
0.173,36.05736,-86.66823,1904958001,3/15/2019 12:00:00 AM,1758
0.231,36.22791,-86.58979,190A007001,4/5/2019 12:00:00 AM,1054
0.053,36.30007,-86.69443,190A661001,4/8/2019 12:00:00 AM,1315
0.038,36.15221,-86.62568,190B039001,3/18/2019 12:00:00 AM,1700
0.082,36.01511,-86.61613,190B313001,3/29/2019 12:00:00 AM,1208
0.72,36.18866,-86.66852,190B516001,3/16/2019 12:00:00 AM,1049
0.097,36.01006,-86.71972,190B952001,4/12/2019 12:00:00 AM,1640
0.164,36.10734,-86.72354,190C276001,3/7/2019 12:00:00 AM,1045
0.045,36.1584,-86.82453,190D313001,3/5/2019 12:00:00 AM,1513
0.798,36.21877,-86.79163,190D555001,4/5/2019 12:00:00 AM,1023
0.006,36.16761,-86.77861,190E224001,4/12/2019 12:00:00 AM,1452
0.388,36.16264,-86.77826,190E263001,3/15/2019 12:00:00 AM,1600
0.196,36.1213,-86.7464,190F565001,3/22/2019 12:00:00 AM,1215
0.217,36.16483,-86.77706,190F760001,4/1/2019 12:00:00 AM,1840
0.015,36.09387,-86.6251,190H997001,4/30/2019 12:00:00 AM,1329
0.035,36.08381,-86.64662,190J010001,4/19/2019 12:00:00 AM,1427
15.714,36.14584,-86.81072,19SR001001,3/6/2019 12:00:00 AM,750
23.231,36.11685,-86.69818,19SR001001,4/17/2019 12:00:00 AM,820
